name,name2,202208人気度,202208知名度,202302人気度,202302知名度,202208DA,202209DA,202210DA,202211DA,202212DA,202301DA,202302DA,202208BR,202209BR,202210BR,202211BR,202212BR,202301BR,202302BR
木梨憲武,木梨憲武,29.9,92.4,27.3,93.3,6751,6601,7082,7735,8520,11019,6269,0.0003638313602,0.0003479241417,0.0002781431882,0.0004677228224,0.0003833992142,0.0003524764922,0.0003006781801
木村昴,木村昴,14.3,57.3,17.3,67.8,57177,53775,25537,107345,40474,120104,155892,0.0004391281102,0.0004024980005,9.88E-05,0.002216810732,0.0002895309436,0.001399616513,0.004925784495
木村拓哉,木村拓哉,31.3,96.5,34.2,98.2,44419,49692,56875,124714,51552,215515,76503,0.003130113997,0.004285603971,0.00487749471,0.0256347723,0.008407794098,0.0278946782,0.01085288279
桐谷健太,桐谷健太,24.6,86.9,25.8,90.1,10320,6985,12992,12201,34733,15584,11175,1.89E-05,3.69E-05,2.73E-05,3.53E-05,0.0002185371149,2.47E-05,2.69E-05
桐山漣,桐山漣,5,28.3,4.6,28.3,74820,33102,17723,10179,7527,11917,8383,0.001203147379,0.0003820005122,0.0001472260645,7.25E-05,3.79E-05,5.59E-05,7.32E-05
草刈正雄,草刈正雄,23.7,86,25.1,88.7,16340,30761,16948,16170,16009,24815,68179,7.50E-05,0.0002165036185,0.000437224582,8.05E-05,8.69E-05,0.0001147317958,0.001702354507
草彅剛,草彅剛,27.6,94.2,24.4,94.3,25142,17150,15415,19780,33453,102943,47144,0.0007110178464,0.0004797703072,0.0004765712477,0.001462629225,0.001755341598,0.00478637497,0.002093208772
くっきー!,くっきー!,21.1,88,18.6,89,18109,19564,11027,9426,15533,21082,14546,0.0002172999484,0.0002702494103,9.85E-05,0.00013720898,0.0001850853846,0.0001797090214,0.0002338048568
工藤阿須加,工藤阿須加,15.9,65.8,12.4,63.7,33473,26563,32497,17776,9306,41578,8857,0.0001505004451,9.82E-05,0.0001599508406,6.08E-05,1.53E-05,0.0001677340775,1.59E-05
國村隼,國村隼,16.8,78.9,16.6,81.9,19738,18917,5957,10476,6123,5459,4970,5.23E-05,4.98E-05,5.37E-06,2.11E-05,6.63E-06,2.89E-06,5.01E-06
窪田正孝,窪田正孝,23.4,78.8,21.2,80,12202,26745,20331,31004,11905,13357,11913,0.0008347067495,0.002699023388,0.003597334523,0.006039988885,0.001887104974,0.001191567684,0.001068491068
黒羽麻璃央,黒羽麻璃央,0.9,8.8,1.1,10.8,31782,15259,16539,16527,13095,12340,29486,0.001190368918,0.0002554601992,0.0007550570885,0.0007465969361,0.0003417200588,0.0001188806661,0.001196421406
桑田佳祐,桑田佳祐,42.1,91.3,45.3,92.9,25425,27766,84189,58971,63851,39589,28310,0.0008436717134,0.0007010086902,0.003878157477,0.002170190963,0.00307342073,0.0009845256823,0.001073958043
劇団ひとり,劇団ひとり,30.3,94,26.9,94,23531,27312,19011,16844,19040,19229,12723,0.001563284116,0.002054037607,0.001228693078,0.001593693592,0.001813582552,0.001079703173,0.001002000597
ケンドーコバヤシ,ケンドーコバヤシ,22.7,91.9,23,91.9,20894,13705,15003,11936,12577,36442,17655,0.0005846624411,0.0003904295598,0.0002710692231,0.0003129850537,0.000292234063,0.001132157621,0.0006847275061
小池徹平,小池徹平,15.9,83.7,15,86.9,11915,8792,15808,10521,22844,12440,5044,8.95E-05,7.10E-05,0.0001566095789,0.0001175487724,0.0003248876903,5.18E-05,3.26E-05
小泉孝太郎,小泉孝太郎,21.9,91.3,20.9,92.4,39644,60217,30123,12857,9801,27540,9783,0.002050245111,0.004283819546,0.001247363609,0.0004975480553,0.0003810519164,0.0007274411106,0.0004326308174
郷ひろみ,郷ひろみ,15,92.4,17.5,93.5,60391,86271,31580,60190,51505,53770,19972,0.002286053982,0.00321773787,0.001216962617,0.002452784855,0.002476339609,0.00101490693,0.0005474812001
高良健吾,高良健吾,8.3,48.8,10.6,54,13966,12602,9803,9585,7894,8145,8570,0.0001715778285,0.0001316997391,0.0001022044322,0.0001008891698,5.34E-05,5.20E-05,0.0001333592705
国分太一,国分太一,24.6,92.9,22.3,94,7305,6843,7695,9828,7341,12590,8090,6.05E-05,6.57E-05,7.46E-05,0.0001029095471,6.67E-05,9.63E-05,8.89E-05
児嶋一哉,児嶋一哉,26.4,89.2,26.9,90.8,9474,5790,5829,7691,5746,7759,5663,0.0001308814702,7.49E-05,5.42E-05,0.0001074154088,8.21E-05,0.000110026209,8.50E-05
小関裕太,小関裕太,3.9,34.5,5,37.2,16179,13100,15838,11485,15906,20489,18062,8.69E-05,4.32E-05,0.0004156759242,0.0002628267719,0.0003145184981,0.0001412150669,7.67E-05
小瀧望,小瀧望,3.4,23.7,4.6,25.1,15660,12012,10791,9191,8527,9673,6036,7.14E-05,6.02E-05,4.04E-05,3.54E-05,2.82E-05,1.96E-05,1.94E-05
小手伸也,小手伸也,13.1,71.7,13.5,74.5,6973,4036,4736,7925,9206,19536,18723,6.53E-06,2.27E-06,3.40E-06,1.21E-05,1.50E-05,3.70E-05,7.11E-05
後藤輝基,後藤輝基,20.2,86.7,21.9,90.1,6758,6459,4372,6662,6440,9541,4611,5.43E-05,2.07E-05,1.27E-05,4.43E-05,3.59E-05,4.13E-05,2.46E-05
小峠英二,小峠英二,32,94.3,34.2,95.4,20685,20933,17640,15788,14035,22147,14467,0.0002581917,0.0001992730862,0.000179402511,0.0001876411623,0.00019293863,0.0002334861141,0.0002862078976
小林薫,小林薫,13.3,69.9,16.5,74,6961,7015,12136,14919,15942,10030,5153,2.61E-05,2.92E-05,3.55E-05,9.77E-05,0.0001059730054,3.27E-05,2.28E-05
小日向文世,小日向文世,29.9,86.5,33.1,89.6,7381,11824,11448,6264,6229,16820,22300,1.37E-05,2.69E-05,3.13E-05,1.37E-05,1.51E-05,4.38E-05,0.0001218708095
駒木根葵汰,駒木根葵汰,0.7,3.5,0.4,3.4,7857,3479,7011,5433,5521,6946,16084,8.29E-06,1.68E-06,7.44E-06,5.68E-06,5.39E-06,4.68E-06,5.24E-05
小宮浩信,小宮浩信,10.4,72.4,10.6,75.9,5638,6934,5245,4637,6321,5307,5361,4.27E-06,6.69E-06,4.17E-06,4.14E-06,7.06E-06,2.73E-06,5.83E-06
小宮璃央,小宮璃央,0.4,7.6,1.2,8.8,9350,10264,31823,16554,8064,23698,11542,7.26E-05,9.77E-05,0.0003625512221,8.34E-05,9.34E-05,0.0001391081368,3.19E-05
小籔千豊,小籔千豊,16.3,88.5,12.7,88,15473,13993,13273,12946,12634,25321,9479,0.000159444739,0.0001370302659,0.000127507269,0.0001801374081,0.0001322971728,0.0002157139013,0.0001209929189
今野浩喜,今野浩喜,8.5,68.8,7.6,71,8418,6309,11663,10038,7102,10675,7665,3.24E-05,3.41E-05,6.59E-05,6.44E-05,4.70E-05,5.40E-05,5.99E-05
斎藤工,斎藤工,29,88.7,27.8,89,22129,18457,14500,21982,19600,30481,21164,0.0001810890468,0.0003900558058,0.0001714382569,0.0005850419609,0.0001704758583,0.0003342984771,0.0003743530684
堺正章,堺正章,15.2,93.3,15.2,92.9,12997,18110,10547,11695,13248,16670,13940,2.48E-05,4.56E-05,1.68E-05,2.63E-05,4.18E-05,2.95E-05,3.94E-05
堺雅人,堺雅人,33.3,89.9,31,89.9,17659,16690,17935,17339,20901,38144,16368,0.0006357841961,0.0007061140888,0.0004781272288,0.00061825276,0.0007765113346,0.001070902128,0.000458080049
坂上忍,坂上忍,13.3,94.9,10.8,95,14568,12923,17943,9875,10091,15580,16216,0.0002378495946,0.0002289482781,0.0004791434637,0.0002703200588,0.000209082173,0.0002109686453,0.0003525069237
坂口健太郎,坂口健太郎,21.9,79.1,25.8,81.2,58861,80499,40043,32420,33827,23629,21558,0.0008844339271,0.001575999704,0.0006122938217,0.0005659116068,0.0005477860893,0.000205203321,0.0003396440133
櫻井海音,櫻井海音,1.8,8.5,1.4,12,17915,26513,18617,23131,17576,44438,14398,4.31E-05,9.78E-05,5.25E-05,0.0001029328012,5.46E-05,0.0001916033614,4.20E-05
櫻井翔,櫻井翔,36.8,95.9,36.1,96.5,31779,26056,26750,21575,28085,59686,53130,0.0007843517991,0.0005893822694,0.0005412216015,0.0005545009963,0.0006056986809,0.001182577285,0.002142984476
桜田通,桜田通,1.2,11.3,1.6,11.5,10172,9893,9865,6912,12929,15503,8754,7.10E-05,6.26E-05,9.02E-05,5.86E-05,0.0001291450666,9.24E-05,5.30E-05
佐々木蔵之介,佐々木蔵之介,24.1,81.2,23.9,85.1,11113,46018,24073,19241,20936,19571,13637,9.61E-05,0.0009050394929,0.0001929715854,0.0001785774817,0.0001766861137,0.0001110396382,0.0001261158218
笹野高史,笹野高史,25.1,87.1,24.4,89,9719,4956,4448,5276,7249,34876,6225,8.02E-05,3.84E-05,2.97E-05,5.56E-05,0.0001159207367,0.0004150799937,7.11E-05
佐藤寛太,佐藤寛太,1.9,13.3,0.5,11.3,56750,12997,14732,5641,3655,5097,6159,0.003892834444,0.0002801533394,0.0006362897943,0.0002880322459,5.12E-05,6.36E-05,0.0001115126432
佐藤浩市,佐藤浩市,25.1,84.6,25.1,86.4,15959,12249,21423,24001,19034,11771,11049,0.0006807393021,0.0009170581485,0.001045775846,0.001705347735,0.0009422677339,0.0002618703848,0.0005332728748
佐藤勝利,佐藤勝利,10.1,46.5,10.6,51.3,32275,13748,8797,8951,16278,25560,8028,0.0007242516635,0.0002337647113,0.0001679794222,0.0002775257898,0.000407126937,0.0004830121117,0.0002513111398
佐藤二朗,佐藤二朗,30.3,86.4,33.6,86.9,74567,16525,15212,10523,19755,22166,13305,0.001318605,9.35E-05,7.94E-05,7.10E-05,0.0002063582844,0.0001577623651,0.0001132818755
佐藤大樹_(ダンサー),佐藤大樹,1.8,14.7,1.2,13.6,5637,5051,6323,9808,6538,3678,2614,4.27E-06,6.72E-06,2.30E-05,8.53E-05,1.95E-05,3.30E-06,5.50E-06
佐藤健_(俳優),佐藤健,35.9,80.7,37.9,86.9,56823,62094,51325,54656,121011,138935,55594,0.0009573626929,0.001237449029,0.0007078446648,0.001081789136,0.003903158078,0.003376277415,0.001380967096
佐藤隆太,佐藤隆太,21.8,88.5,24.1,89.6,7748,6456,4422,3139,5332,6274,5893,0.0004248625291,0.0002611645172,0.0002681655643,0.0001032064062,0.0003487749144,0.0002170368666,0.0003265471406
佐野史郎,佐野史郎,11.3,81.4,10.8,85.8,14477,13963,22222,10596,15401,8482,22670,8.35E-05,5.18E-05,0.0001294631858,4.87E-05,7.66E-05,1.76E-05,0.0001749785163
佐野勇斗,佐野勇斗,8,38.9,8.5,35.8,54486,37113,18299,22924,20434,27886,10347,0.0007218706991,0.000320394089,0.000110328613,0.0002194996302,0.0001716583765,0.0001866640048,5.37E-05
澤部佑,澤部佑,25.1,93.5,27.1,93.5,10527,11940,7795,5786,9801,21197,12623,4.04E-05,4.41E-05,2.26E-05,2.23E-05,3.67E-05,6.70E-05,5.19E-05
沢村一樹,沢村一樹,28.3,85.1,27.1,86.7,33912,19594,42947,12166,24878,27339,11371,0.0004459047483,0.0002464511121,0.0007398458767,0.0001623507502,0.0002833725871,0.0001982073768,9.11E-05
サンシャイン池崎,サンシャイン池崎,21.1,91.5,21.4,91.5,23295,15987,24430,45929,13452,14018,21102,8.48E-05,4.14E-05,0.0001019399013,0.0004303083884,3.73E-05,2.49E-05,0.0001037755596
椎名桔平,椎名桔平,20.9,79.1,22.1,83.7,11114,12101,17525,10131,7061,8121,10046,3.65E-05,4.56E-05,7.83E-05,5.14E-05,2.84E-05,2.76E-05,0.0001092603599
重岡大毅,重岡大毅,6.7,49.7,8.1,49.9,26293,14175,10615,12122,10836,18515,11345,0.0002221167272,6.55E-05,4.07E-05,9.21E-05,5.83E-05,8.47E-05,9.65E-05
志尊淳,志尊淳,16.6,67.3,17.3,69.7,15460,14226,14479,10110,11340,12954,15913,0.0001691304629,0.0001930522447,0.0003029903481,0.0002130169205,0.0001341543922,0.0001074990562,0.0002348415235
設楽統,設楽統,34,92.2,35.2,93.3,13861,21191,12473,13221,14629,15585,12619,0.0008350287509,0.001127392804,0.0005288347606,0.0007973507071,0.000789398592,0.0006707370151,0.0007432571007
清水尋也,清水尋也,1.4,18.9,1.4,19.3,15730,7889,14188,5871,4428,7901,6725,3.32E-05,8.66E-06,3.05E-05,6.63E-06,3.47E-06,6.06E-06,9.17E-06
春風亭昇太,春風亭昇太,11.7,86.2,16.1,88.5,11368,13518,27955,8907,9643,13834,28372,2.00E-05,2.84E-05,0.0001272088085,1.53E-05,1.64E-05,2.21E-05,0.0001752702308
城島茂,城島茂,28.1,92.6,25.1,94.2,8649,9104,7792,9999,6045,11366,7805,4.54E-05,8.29E-05,6.02E-05,7.42E-05,3.69E-05,6.74E-05,6.01E-05
笑福亭鶴瓶,笑福亭鶴瓶,34.9,97,30.4,96.5,17968,29047,27527,14853,13646,24712,135137,0.001631822147,0.003015238942,0.002704436619,0.001226295539,0.001313389785,0.001542510533,0.02604171799
白濱亜嵐,白濱亜嵐,8.8,53.8,6.4,51.9,18993,7452,6313,7818,6657,11444,8622,0.00032659307,8.67E-05,0.0001618107835,0.0001589142272,1.00E-04,0.0001343702314,0.0001420962969
城田優,城田優,12,80.7,12.6,83.9,14333,17852,9876,12877,9395,15533,8428,7.88E-05,0.0001270725618,5.04E-05,9.07E-05,8.08E-05,8.13E-05,6.46E-05
神宮寺勇太,神宮寺勇太,8.1,39.1,7.3,46.7,10832,12209,13162,56354,17359,26515,19346,0.0001780856817,8.36E-05,0.0001070237836,0.006155637275,0.0009040737937,0.0008297985893,0.0008910555861
陣内孝則,陣内孝則,18.6,83.7,15.9,86,8488,10767,5323,4295,5114,5225,4921,0.0001303711925,0.0002162309339,0.0001087335984,9.87E-05,0.0001190930362,7.59E-05,0.0001100064124
陣内智則,陣内智則,21.2,92.9,19.3,93.6,16459,15279,10837,8824,11162,30650,19738,0.0009712845647,0.0009372118092,0.0004660778825,0.0005931156544,0.0006672601552,0.001490234473,0.001682192143
須賀健太,須賀健太,6.9,46.9,5.5,51,50486,18217,12067,14628,11136,13109,10338,0.0004254189008,8.36E-05,4.25E-05,9.14E-05,6.88E-05,5.04E-05,6.08E-05
杉浦太陽,杉浦太陽,7.4,76.5,6.2,80.5,14105,14391,9369,10697,11581,16748,18207,4.35E-05,4.32E-05,2.27E-05,3.39E-05,3.58E-05,2.72E-05,8.42E-05
杉野遥亮,杉野遥亮,11.3,40.7,14.2,43,104472,67321,26906,32608,27417,176837,56445,0.001788257426,0.0008475231499,0.0002024488331,0.0006548958884,0.0004828674214,0.008207748074,0.002711398393
杉本哲太,杉本哲太,13.3,76.8,13.5,82.8,5326,4440,5749,4036,12635,14440,14272,9.03E-06,4.74E-06,8.50E-06,3.13E-06,2.94E-05,2.22E-05,6.83E-05
鈴鹿央士,鈴鹿央士,4.6,33.5,11.5,47.4,73074,62291,387349,221829,232774,85189,22533,0.001078707322,0.001128615477,0.02881820822,0.01330339296,0.01196346137,0.001225474362,0.0003168706499
鈴木浩介_(俳優),鈴木浩介,9.7,59.5,11.7,66,5655,8709,15053,10614,5375,17308,13508,9.71E-06,1.95E-05,5.21E-05,5.18E-05,2.05E-05,7.36E-05,6.36E-05
鈴木仁_(俳優),鈴木仁,1.8,8.8,1.9,8.8,7492,7096,7432,4521,4706,11530,11512,7.06E-05,6.88E-05,6.41E-05,3.68E-05,4.78E-05,6.77E-05,0.0001127513701
鈴木伸之,鈴木伸之,11.2,35.8,11,40.5,25598,12654,25199,42108,36768,128114,61372,0.001077676526,0.0003302006468,0.0004572239669,0.001436281874,0.001290574834,0.004167208823,0.002383770681
鈴木福,鈴木福,21.4,88.3,23.9,88.8,36423,30523,23668,48820,36058,41024,38473,0.001770319296,0.001812919697,0.001200302742,0.004155719405,0.002433581699,0.002072280536,0.003338911376
鈴木亮平_(俳優),鈴木亮平,34.3,85,39.6,89.2,30137,26054,64016,74813,50983,57315,68328,0.0002175017996,0.0001817132303,0.001035497135,0.001544172043,0.0008123767739,0.0005997162138,0.001367929418
菅田将暉,菅田将暉,33.3,92.2,36.6,92.7,72497,174815,67338,52498,46092,48305,53794,0.008227709119,0.02158302048,0.008141937605,0.007272158033,0.004331253797,0.00306364636,0.006136120455
駿河太郎,駿河太郎,6.5,48.1,6.5,51,24912,60161,20087,4309,7091,11437,28817,0.001795620425,0.005333293037,0.00156290166,0.0002665750281,0.0005062131329,0.0005284271471,0.004287483639
関口メンディー,関口メンディー,17.5,84.6,16.3,81.6,16871,23298,28442,16317,9336,29094,10731,0.0004357293539,0.0004641277684,0.0005444606478,0.000465116695,0.0001321716743,0.0005058176087,0.0002726363585
関根勤,関根勤,28,93.1,24.4,92.6,12033,11787,8251,6884,5846,10933,7313,7.31E-05,8.61E-05,3.92E-05,0.0001081177542,3.61E-05,3.88E-05,4.41E-05
瀬戸康史,瀬戸康史,14.2,62.1,15.2,66,25134,24275,47605,42710,66042,54805,21704,0.001023650379,0.0009587397582,0.003004893515,0.003349503197,0.006854644306,0.003272325019,0.002312263963
染谷将太,染谷将太,6.7,54.3,7.3,61.2,18048,23778,19039,14751,20583,28942,29602,0.0005709956602,0.0008711770586,0.0008942444764,0.0005625197944,0.0007802414349,0.000957496431,0.001280622993
反町隆史,反町隆史,29.2,87.8,28,89.6,31007,30602,25737,19006,16862,51417,18834,0.001452145566,0.001702208719,0.001044140278,0.0006973745605,0.001082920761,0.003784521501,0.001246939115
DAIGO,DAIGO,33.6,95.6,29.6,95,39852,19397,22875,26100,30004,35247,30656,0.005626684945,0.002022682159,0.004757959992,0.004730279272,0.005490275415,0.004388747957,0.007028397973
醍醐虎汰朗,醍醐虎汰朗,0.5,3.9,0.4,7.1,8749,6507,13568,79942,40990,9370,6346,0.0001981255776,5.89E-06,2.79E-05,0.001229461669,0.0002969604192,8.52E-06,8.16E-06
髙嶋政宏,髙嶋政宏,7.3,78.4,7.8,81.4,11147,7095,17059,8433,12001,8525,11936,0.000392110034,0.0002478645755,0.001331899994,0.0004481184068,0.0007949574684,0.0003128511811,0.0005008968295
高杉真宙,高杉真宙,8.3,35.8,11.7,46,62350,37290,101045,174616,92022,45783,19511,0.0005221814319,0.0002031194769,0.001615641531,0.006750449939,0.0016637987,0.0005140087881,7.72E-05
高田純次,高田純次,32.6,87.4,34,90.4,11658,12969,20357,16709,15131,18077,19653,0.0001045669945,0.0001159131768,0.0001435377612,0.0002252465038,0.0001545570518,9.75E-05,0.0002111508251
高橋一生,高橋一生,28.1,87.3,26.4,89.2,97122,25766,19257,20629,31012,57325,28757,0.002560234932,0.0007129188126,0.000448332359,0.0005629442924,0.0006135628259,0.001019580172,0.001534876398
髙橋海人,髙橋海人,11.2,49.9,15.4,58.6,27418,24747,48919,77251,55810,41504,26280,0.0004971353154,0.0003747421282,0.001152654491,0.00341598609,0.001694145158,0.0007271736792,0.0006997100149
高橋克典,高橋克典,21.6,82.8,23,87.4,19172,26697,85644,27462,30092,108216,48497,9.03E-05,0.0001931804697,0.001508557003,0.0001450872671,0.0001600460048,0.001438289809,0.0006751748002
高橋克実,高橋克実,22.7,87.6,25.3,90.1,5934,10438,17626,4058,3598,10884,4148,5.43E-05,6.88E-05,0.0001476713088,3.76E-05,3.20E-05,6.62E-05,7.83E-05
高橋茂雄,高橋茂雄,21.9,91.7,25.3,92.4,27376,26874,12335,9804,65334,35970,29913,0.0001398952828,0.0001383609359,3.77E-05,3.26E-05,0.0008862738662,0.0001485966628,0.0002573033348
高橋英樹_(俳優),高橋英樹,15.6,87.4,17.7,89.9,10336,12652,9841,8167,18526,16635,10080,0.0003527889217,0.000429563449,0.000249385322,0.0003246708986,0.000586193404,0.0004593139271,0.0003201040369
高橋文哉,高橋文哉,6,18.2,10.8,24.6,31611,39022,274654,223251,161663,168831,67078,0.00046197968,0.0006153145423,0.01544053572,0.01398830574,0.007992007582,0.004301946371,0.001600538852
高橋光臣,高橋光臣,3.7,19.3,4.8,21.8,7869,5290,17108,5847,6802,7516,9001,8.32E-06,3.90E-06,4.43E-05,6.58E-06,8.18E-06,5.48E-06,1.64E-05
滝藤賢一,滝藤賢一,19.5,74.2,23.2,82.8,13019,14597,10694,8913,15665,70014,14202,0.0001894127135,0.0001214010578,8.01E-05,0.0001012706518,9.76E-05,0.0007152780749,0.0001346454647
武井壮,武井壮,17,91,13.1,91.9,20278,14717,10569,30549,14525,15457,8295,0.0001591260458,0.000124227118,0.0001135627906,0.0004222342476,0.0001528024152,7.36E-05,6.30E-05
竹内涼真,竹内涼真,23.4,82.3,24.1,88.7,91844,55914,40321,14384,14860,15971,13636,0.002492131469,0.0006467032538,0.0004288880492,0.0001165230046,0.0001242713901,5.53E-05,9.30E-05
武田鉄矢,武田鉄矢,17.7,92.9,15.9,94.2,14000,19197,13249,13334,15232,17151,14063,9.55E-05,0.0001744122239,0.0001226509824,0.0001598930839,0.0001606141394,0.0001246209776,0.0002062913164
竹中直人,竹中直人,29.9,86.4,28,89.2,14061,9417,7992,7910,6999,8887,7084,8.06E-05,6.02E-05,2.90E-05,2.96E-05,3.07E-05,1.93E-05,6.63E-05
竹野内豊,竹野内豊,31,84.1,37.9,88.7,23556,20620,23680,20745,23932,81911,20811,0.0004510721446,0.0005557631664,0.0003826631737,0.0003547122473,0.0009949603623,0.002483701751,0.000730354307
舘ひろし,舘ひろし,26,87.3,23,89.4,34065,15355,14399,13304,13483,11683,11029,0.0003759103186,0.0001416205353,0.0001388294345,0.0001204366884,0.0001097003581,4.72E-05,6.18E-05
田中圭,田中圭,25.1,85.1,24.1,89,78474,53232,24610,26705,15479,35491,48722,0.001285723643,0.0005651422619,0.0002060284119,0.0005167980989,0.000171639885,0.0002070833934,0.0006530208815
田中卓志,田中卓志,26,94.3,23.7,95.2,19194,77139,21529,15232,15156,78872,22183,0.0001018436938,0.00105677793,0.0001214209669,7.98E-05,7.55E-05,0.000752089918,0.0001801286357
田中直樹_(お笑い芸人),田中直樹,18.8,92,19.6,92.9,10701,5970,4854,5070,4822,12432,13470,9.53E-05,4.10E-05,2.04E-05,6.09E-05,3.15E-05,7.10E-05,0.0001599221697
田中将大,田中将大,24.2,88.5,18.4,88.5,105073,84583,57981,39169,24678,58833,38079,0.01938936961,0.01171315754,0.007630052734,0.003480407023,0.001569309529,0.002638769062,0.003885972705
田中裕二,田中裕二,16.8,92,15,93.6,318,348,612,259,15012,2352,694,1.36E-08,1.69E-08,5.67E-08,1.29E-08,3.98E-05,5.37E-07,9.76E-08
田中要次,田中要次,11.7,80.2,14.2,85.8,9335,6985,4583,5265,3596,7122,2324,1.17E-05,6.79E-06,3.18E-06,5.33E-06,2.29E-06,4.92E-06,1.09E-06
田辺誠一,田辺誠一,11.5,69.2,10.8,72.6,7194,6229,4487,6569,40690,6886,4613,7.49E-05,5.59E-05,4.61E-05,0.0002645308621,0.004882833848,5.39E-05,4.72E-05
谷原章介,谷原章介,13.6,79.6,15.2,84.2,22239,28548,29627,31744,11775,55370,20752,0.0001076302272,0.0002036973968,0.0001949448536,0.0002590592352,4.65E-05,0.0003783246976,0.000141040024
玉木宏,玉木宏,28.3,87.4,32,90.3,27802,31165,20604,16849,21669,31394,16712,0.001922869728,0.002107734582,0.001630246337,0.001254757009,0.002080848763,0.00237532715,0.002060319666
玉森裕太,玉森裕太,11,67.8,15.6,75.6,75441,42478,37725,20561,22802,24476,18325,0.001549553408,0.0006218887323,0.0006329595643,0.0003262668804,0.0003211494657,0.0003359607582,0.000245019261
玉山鉄二,玉山鉄二,11.5,65.5,11,67.6,8408,7752,11698,7520,6803,9485,8012,2.93E-05,4.00E-05,6.41E-05,5.58E-05,5.98E-05,3.18E-05,5.27E-05
田村淳,田村淳,19.5,92.6,17.5,93.5,28843,23103,14135,11412,18966,21882,16574,0.0001671286109,9.69E-05,5.56E-05,5.14E-05,0.0001077162801,7.14E-05,8.37E-05
タモリ,タモリ,42.7,96.6,40,96.6,27241,35043,54830,36378,46020,40773,52891,0.0009870182146,0.00141315518,0.002744097476,0.001960302408,0.002704254162,0.00128060686,0.002704902319
知念侑李,知念侑李,9,64.8,8.1,65.5,16183,7819,7336,8758,8682,11486,5738,0.0009217804209,0.0003278966217,0.0004461870128,0.0005457749566,0.0006041887825,0.000526191224,0.0003697048992
千葉雄大,千葉雄大,18.6,73.5,15.8,75.2,20488,22637,20847,11690,10885,76123,33916,0.0003987783667,0.000300500572,0.0002592166918,0.0001915708002,0.0001022423267,0.001128922762,0.0006964170659
千原ジュニア,千原ジュニア,18.9,93.8,17.9,93.8,14804,17603,13179,12111,14461,26220,13023,0.0001278487748,0.0001560103012,9.00E-05,0.0001039083732,0.0001187688187,0.0001800036246,0.0001316444082
塚地武雅,塚地武雅,15,88,21.1,90.8,12305,6008,8617,6302,13375,17453,18151,7.36E-05,4.49E-05,3.67E-05,2.64E-05,6.41E-05,6.36E-05,0.0001200682949
塚本高史,塚本高史,8.1,64.1,7.6,66.2,11727,15265,11442,7004,41165,20438,11239,0.0005650661195,0.0005573213878,0.0006096296507,0.0002051778756,0.00258827146,0.0006414905058,0.0004727925903
津田寛治,津田寛治,6.7,53.8,7.1,55.4,11065,14878,10640,9168,6114,14525,5858,2.64E-05,4.37E-05,2.18E-05,2.24E-05,1.19E-05,2.90E-05,9.60E-06
津田健次郎,津田健次郎,9,24.2,11.9,35.2,119063,245091,73382,67729,90302,115944,104262,0.00190415436,0.00836098832,0.0008156034875,0.0008824991616,0.001441243857,0.00130433958,0.002203331548
土田晃之,土田晃之,17.2,89.9,14.7,90.4,9919,5298,5011,7266,10511,5843,11880,8.60E-05,3.19E-05,2.98E-05,5.76E-05,9.64E-05,3.19E-05,0.0001290337517
堤真一,堤真一,37,90.1,37.3,91,10970,41409,25517,16445,11687,10130,8030,0.0001177379999,0.0007915807096,0.000385140181,0.0002909671711,0.0001713630599,7.13E-05,7.56E-05
妻夫木聡,妻夫木聡,29,87.1,33.8,90.1,12251,26990,13203,125870,26575,90838,30387,0.0003535511294,0.002197283011,0.0003791643249,0.008147358649,0.0009445880643,0.005417635138,0.001584346429
つるの剛士,つるの剛士,9.9,89.9,10.8,91,17858,14961,6777,6756,7643,9278,11478,0.0003046547035,0.0002311126552,6.26E-05,0.0001165864216,0.0001209900689,9.86E-05,0.0002133197844
ディーン・フジオカ,ディーン・フジオカ,20.5,86.2,22.1,86.9,23793,34665,25857,19277,22399,32656,39883,0.0002104070576,0.0002217444874,0.0001451339457,0.0001659752742,0.0001191083823,0.00017565489,0.0003787159323
出川哲朗,出川哲朗,39.8,97.2,43,97.7,20869,19414,19992,13636,21107,32796,19133,0.0007452245598,0.0008033709771,0.0006707681198,0.000354255221,0.0007952225017,0.0009402414288,0.001153888825
寺島進,寺島進,20.2,82.1,20.9,84.1,6108,7323,8199,5541,6150,12277,25843,1.04E-05,1.58E-05,1.99E-05,1.08E-05,1.23E-05,2.28E-05,0.000155357108
寺田心,寺田心,12.7,87.4,12.9,85.7,45781,94282,19955,27902,50815,26882,23001,0.0002815263559,0.001741793755,0.0001168170787,0.0001886505366,0.0007222967674,0.0001059676521,0.0001753556825
寺脇康文,寺脇康文,17.3,76.6,19.6,80.7,19437,11857,74614,12605,15592,13277,11948,0.0002755787049,0.0001598165559,0.002100728325,0.000189392753,0.000285127561,0.0001451140894,0.000245260076
でんでん,でんでん,6.9,58.2,8.3,63.7,9293,6338,9738,8888,8852,6318,5570,1.16E-05,5.59E-06,1.44E-05,1.52E-05,1.38E-05,5.04E-06,6.29E-06
堂本光一,堂本光一,21.9,88.5,21.4,89.7,16585,10037,8396,15557,27060,22555,19464,0.000340069215,0.0001798082448,0.0001451769505,0.0004901692382,0.001343313288,0.0006901098199,0.000669817033
